date,p,pet,tmean,qobs
1989-08-23,33.078007,1.41,2.1902182,0.54405568069135
1989-08-24,0,1.44,0.47572164,0.949817878301938
1989-08-25,0,1.81,5.0480084,0.781130223115514
1989-08-26,0,1.72,3.6159668,0.761374011246833
1989-08-27,0,1.92,3.843896,0.761374011246833
1989-08-28,0,1.92,6.5443112,0.761374011246833
1989-08-29,0.0081665469,1.67,2.9847087,0.761374011246833
1989-08-30,0.022719249,1.18,0.57152818,0.753775468220418
1989-08-31,0,1.85,2.4710351,0.706664501456642
1989-09-01,0,2.12,6.008408,0.686908289587961
1989-09-02,0,1.82,6.0980197,0.712743335877774
1989-09-03,0,1.5,5.2703629,0.770492262878532
1989-09-04,1.6084259,1.26,2.3477252,0.775051388694381
1989-09-05,3.6474126,1.22,1.3424094,0.826721481274007
1989-09-06,0,1.43,1.2457505,0.752255759615135
1989-09-07,0,1.37,1.0019444,0.708184210061925
1989-09-08,0.097415578,1.21,0.18407854,0.673230912140413
1989-09-09,0,1.3,-1.2778876,0.629159362587203
1989-09-10,0.68913196,1.14,-2.688772,0.603324316297391
1989-09-11,0.18269913,1.34,-1.5869934,0.579008978612861
1989-09-12,0,1.5,-3.0265896,0.54405568069135
1989-09-13,0,1.88,1.1168156,0.52429946882267
1989-09-14,0,2.45,4.5789703,0.506062965559272
1989-09-15,0,2.58,6.7355831,0.51974034300682
1989-09-16,0,2.37,7.5267765,0.56381189256003
1989-09-17,0,2.47,7.4703335,0.621560819560788
1989-09-18,0,2.66,8.2281354,0.717302461693623
1989-09-19,0,2.75,9.097451,0.82824118987929
1989-09-20,0,2.64,6.9184269,0.898147785722312
1989-09-21,0.16110567,1.89,1.9663162,0.945258752486088
1989-09-22,0.017969661,1.71,2.0802244,0.873832448037783
1989-09-23,0,2.05,1.1072082,0.799366726378911
1989-09-24,0,2.61,6.0986919,0.749216342404568
1989-09-25,0,2.48,6.4243283,0.756814885430984
1989-09-26,0,2.26,6.9763936,0.813044103826459
1989-09-27,0.0089848304,2.23,2.6023797,0.875352156643066
1989-09-28,0,2.71,6.4555266,0.873832448037783
1989-09-29,0,3.23,10.523195,0.882950699669481
1989-09-30,0,2.92,10.709368,0.896628077117029
1989-10-01,0,2.45,7.8488742,0.934620792249107
1989-10-02,0,2.88,7.5955785,0.957416421328353
1989-10-03,0,3.34,10.671886,0.948298169696655
1989-10-04,0,3.04,9.0862981,1.01212593111854
1989-10-05,0,3.01,10.587514,1.08355223556685
1989-10-06,0,2.85,8.2438881,1.11394640767251
1989-10-07,0,3.17,10.031123,1.12002524209364
1989-10-08,0,2.68,8.5011359,1.1686559174627
1989-10-09,0.0047495884,2.76,7.6432785,1.22488513585818
1989-10-10,0,2.7,5.5936068,1.21120775841063
1989-10-11,0,2.98,9.0538232,1.19297125514723
1989-10-12,0,3.16,9.8197777,1.18841212933138
1989-10-13,0,3.04,9.4628446,1.25679901656912
1989-10-14,0,3,7.9225452,1.30846910914875
1989-10-15,0,3.28,9.0711788,1.331264738228
1989-10-16,0,3.61,10.473213,1.32518590380686
1989-10-17,0,3.97,12.424133,1.34646182428083
1989-10-18,0,3.65,13.320628,1.39509249964989
1989-10-19,0,3.21,9.996815,1.4391640492031
1989-10-20,0,3.47,10.080391,1.45588084386121
1989-10-21,0,3.75,12.012713,1.47107792991404
1989-10-22,0,3.89,12.465205,1.51514947946725
1989-10-23,0,3.31,8.8113337,1.58049694949442
1989-10-24,0,3.42,8.3950101,1.55010277738876
1989-10-25,0,2.72,4.7123535,1.50299181062499
1989-10-26,0,3.98,10.5141,1.38293483080762
1989-10-27,0,4.36,13.191506,1.42852608896611
1989-10-28,0,3.44,10.813786,1.5197086052831
1989-10-29,0,3.35,8.8751945,1.62608820765292
1989-10-30,0,3.46,9.1169122,1.58049694949442
1989-10-31,0,3.32,8.305331,1.55010277738876
1989-11-01,0,2.45,6.0975637,1.48475530736159
1989-11-02,0,3.08,6.2291442,1.40117133407102
1989-11-03,0,3.72,8.8301541,1.35861949312309
1989-11-04,0,4.13,12.537282,1.37381657917592
1989-11-05,0,3.33,8.9260422,1.45436113525593
1989-11-06,0,3.44,7.7324561,1.46499909549291
1989-11-07,0,2.86,5.8762828,1.39661220825517
1989-11-08,0,3.47,7.9036019,1.35406036730724
1989-11-09,0,3.27,8.3093847,1.27503551983252
1989-11-10,0.0089848304,2.75,5.8543163,1.23704280470044
1989-11-11,0,3.21,6.4498479,1.14130116256761
1989-11-12,0,3.96,10.140594,1.11698582488308
1989-11-13,0,4.33,13.042785,1.11850553348836
1989-11-14,0,3.94,11.488,1.16257708304157
1989-11-15,0,4.11,12.098254,1.16105737443629
1989-11-16,0,4.14,12.934559,1.14889970559402
1989-11-17,0.15299759,3.69,11.936915,1.07291427532987
1989-11-18,0,3.86,10.076054,1.08963106998798
1989-11-19,0,4.03,12.012666,1.08051281835628
1989-11-20,0,3.73,10.953397,1.05923689788232
1989-11-21,0,3.91,11.170989,1.00908651390798
1989-11-22,0,4.41,11.046851,0.960455838538919
1989-11-23,0,4.63,13.560468,0.91182516316986
1989-11-24,0.0031216181,5.03,16.466737,0.898147785722312
1989-11-25,0.01485664,3.74,11.593855,0.89206895130118
1989-11-26,0,3.81,11.052634,0.89206895130118
1989-11-27,0.029257826,3.93,11.564115,0.870793030827216
1989-11-28,0,3.88,12.24377,0.843438275932121
1989-11-29,0,3.88,10.75655,0.813044103826459
1989-11-30,0,4.35,11.624695,0.776571097299664
1989-12-01,0,4.3,10.687471,0.761374011246833
1989-12-02,0,3.78,10.933239,0.712743335877774
1989-12-03,0,4.28,9.9542568,0.682349163772112
1989-12-04,0,3.42,7.9565124,0.654994408877016
1989-12-05,0,3.62,9.185351,0.600284899086825
1989-12-06,0,3.81,9.7835502,0.572930144191729
1989-12-07,0,4.39,12.407477,0.547095097901916
1989-12-08,0,4.31,13.567419,0.528858594638519
1989-12-09,0,4.33,13.213914,0.534937429059651
1989-12-10,0,4.18,12.003713,0.516700925796254
1989-12-11,0,4.41,12.26145,0.518220634401537
1989-12-12,0,4.67,12.845545,0.513661508585688
1989-12-13,0,4.57,14.744075,0.507582674164555
1989-12-14,0,4.36,13.559397,0.507582674164555
1989-12-15,0,4.44,11.951793,0.501503839743423
1989-12-16,0.017969661,3,7.131302,0.506062965559272
1989-12-17,0,4.61,12.106272,0.506062965559272
1989-12-18,0,4.53,14.404423,0.509102382769839
1989-12-19,0.016341691,4.53,15.122323,0.489346170901158
1989-12-20,0.004235242,3.82,12.999189,0.437676078321533
1989-12-21,0,4.04,12.318936,0.437676078321533
1989-12-22,0,4.49,13.318094,0.437676078321533
1989-12-23,0,4.34,13.207002,0.437676078321533
1989-12-24,0,4.35,14.490085,0.437676078321533
1989-12-25,0,4.26,13.866215,0.437676078321533
1989-12-26,0,4.06,13.118695,0.41184103203172
1989-12-27,0,4.4,14.157637,0.381446859926058
1989-12-28,0.014038356,4.06,13.773111,0.381446859926058
1989-12-29,0.048341111,3.64,12.726023,0.381446859926058
1989-12-30,0.021395216,3.75,12.866744,0.381446859926058
1989-12-31,0,4.19,13.469955,0.381446859926058
1990-01-01,0,4.4,12.128032,0.381446859926058
1990-01-02,0,4.48,12.682035,0.355611813636245
1990-01-03,0,4.66,13.856955,0.32825705874115
1990-01-04,0,5,14.596818,0.32825705874115
1990-01-05,0,4.74,15.323683,0.32825705874115
1990-01-06,0,5.17,14.866939,0.331296475951716
1990-01-07,0,5.02,15.969739,0.375368025504926
1990-01-08,0.0023775615,4.66,14.802205,0.378407442715492
1990-01-09,0,4.32,13.309106,0.332816184556999
1990-01-10,0.004235242,4.28,13.045241,0.325217641530583
1990-01-11,0,4.63,12.466355,0.28418550918794
1990-01-12,0,3.94,10.663034,0.27962638337209
1990-01-13,0,4.47,11.872775,0.27962638337209
1990-01-14,0,4.45,12.392569,0.27962638337209
1990-01-15,0,4.56,12.54327,0.27962638337209
1990-01-16,0,4.26,10.287139,0.256830754292844
1990-01-17,0,4.35,9.4909503,0.230995708003031
1990-01-18,0,4.84,12.02382,0.230995708003031
1990-01-19,0,4.63,11.256184,0.230995708003031
1990-01-20,0,4.68,13.717309,0.230995708003031
1990-01-21,0,4.58,13.257159,0.230995708003031
1990-01-22,0,4.61,13.219609,0.234035125213597
1990-01-23,0,4.54,10.420606,0.275067257556241
1990-01-24,0,4.64,12.025744,0.27962638337209
1990-01-25,0.012106449,4.99,15.739241,0.334335893162282
1990-01-26,0,4.81,14.625239,0.32825705874115
1990-01-27,0,4.81,14.853345,0.325217641530583
1990-01-28,0,5.1,15.295188,0.3236979329253
1990-01-29,0,4.87,15.187344,0.294823469424921
1990-01-30,0,5.14,15.483811,0.276586966161524
1990-01-31,0,5.31,16.740418,0.281146091977374
1990-02-01,0,4.77,15.824344,0.28418550918794
1990-02-02,0,4.55,14.958133,0.267468714529826
1990-02-03,0,4.99,15.172032,0.272027840345675
1990-02-04,0.004235242,4.88,17.073844,0.25987017150341
1990-02-05,0.16788566,4.32,16.352341,0.267468714529826
1990-02-06,1.0074663,2.18,13.961374,0.256830754292844
1990-02-07,0,3.88,12.985198,0.276586966161524
1990-02-08,0,3.59,13.204302,0.258350462898127
1990-02-09,0,3.73,12.617248,0.278106674766807
1990-02-10,0,3.76,12.65208,0.28418550918794
1990-02-11,0.015523407,3.61,12.955974,0.317619098504168
1990-02-12,0.0023775615,3.78,12.558367,0.3236979329253
1990-02-13,0,3.86,12.661368,0.3236979329253
1990-02-14,0,3.85,11.372373,0.337375310372848
1990-02-15,0,3.83,12.521909,0.369289191083793
1990-02-16,0,3.47,11.447631,0.360170939452095
1990-02-17,0,3.61,11.337061,0.346493562004547
1990-02-18,0,3.93,12.075767,0.340414727583415
1990-02-19,0,3.66,11.617151,0.334335893162282
1990-02-20,0,3.78,11.67483,0.317619098504168
1990-02-21,0,3.94,13.004641,0.314579681293602
1990-02-22,0,3.77,11.330725,0.314579681293602
1990-02-23,0,3.48,11.253172,0.310020555477752
1990-02-24,0,3.52,11.124543,0.311540264083036
1990-02-25,0,3.7,11.395849,0.3236979329253
1990-02-26,0,3.77,12.757692,0.314579681293602
1990-02-27,0,3.42,10.62807,0.310020555477752
1990-02-28,0,3.29,9.5580637,0.291784052214355
1990-03-01,0,4.02,12.532991,0.293303760819638
1990-03-02,0,4.06,13.621062,0.281146091977374
1990-03-03,0,4.19,14.084651,0.268988423135109
1990-03-04,0,3.81,11.926878,0.270508131740392
1990-03-05,0,3.7,10.928807,0.287224926398506
1990-03-06,0,3.78,12.316856,0.278106674766807
1990-03-07,0,3.82,12.418418,0.294823469424921
1990-03-08,0,3.89,12.172595,0.30394172105662
1990-03-09,0,4.4,15.06071,0.296343178030205
1990-03-10,0,4.18,17.00474,0.281146091977374
1990-03-11,0,3.96,14.431489,0.27962638337209
1990-03-12,0,3.28,14.192673,0.293303760819638
1990-03-13,0,3.5,13.471922,0.302422012451337
1990-03-14,0,3.28,12.881438,0.293303760819638
1990-03-15,0,3.29,11.10024,0.28418550918794
1990-03-16,0,3.3,10.262858,0.276586966161524
1990-03-17,0,3.25,10.072523,0.276586966161524
1990-03-18,0,3.37,10.663855,0.246192794055862
1990-03-19,0,3.42,11.417241,0.249232211266428
1990-03-20,0.004235242,3.38,12.891959,0.247712502661145
1990-03-21,0.034311351,2.93,11.334657,0.261389880108693
1990-03-22,0,2.69,8.0978192,0.25987017150341
1990-03-23,0,3.15,10.210476,0.267468714529826
1990-03-24,0,3.02,8.855412,0.264429297319259
1990-03-25,0,2.91,7.9565939,0.288744635003789
1990-03-26,0,2.95,9.1819118,0.290264343609072
1990-03-27,0,2.85,8.0873098,0.302422012451337
1990-03-28,0,2.28,7.022534,0.30394172105662
1990-03-29,0.0089848304,1.71,4.5671069,0.314579681293602
1990-03-30,0,2.35,5.8924747,0.322178224320017
1990-03-31,0,3.14,10.974674,0.300902303846054
1990-04-01,0,3.22,11.452372,0.294823469424921
1990-04-02,0,2.98,13.991067,0.290264343609072
1990-04-03,0,2.71,9.9315681,0.294823469424921
1990-04-04,0,2.41,7.4723011,0.278106674766807
1990-04-05,0,2.29,6.9801264,0.270508131740392
1990-04-06,0,2.75,8.0908825,0.278106674766807
1990-04-07,0,2.71,7.7853341,0.268988423135109
1990-04-08,0,3.15,11.842714,0.273547548950958
1990-04-09,0,3.04,12.218352,0.25987017150341
1990-04-10,0,3.21,14.86476,0.261389880108693
1990-04-11,0,2.93,14.161196,0.230995708003031
1990-04-12,0,2.65,10.993768,0.261389880108693
1990-04-13,0,2.69,10.245213,0.278106674766807
1990-04-14,0,2.59,9.9768563,0.273547548950958
1990-04-15,0,2.33,9.6947605,0.273547548950958
1990-04-16,0,2.05,8.0189593,0.275067257556241
1990-04-17,0,2.52,6.741296,0.278106674766807
1990-04-18,0,2.14,7.2730132,0.281146091977374
1990-04-19,0,2.16,7.9779662,0.27962638337209
1990-04-20,0,1.82,6.9835065,0.275067257556241
1990-04-21,0,1.74,6.722002,0.272027840345675
1990-04-22,0.0058632123,1.75,3.6379464,0.27962638337209
1990-04-23,0.017151377,1.6,3.5738497,0.291784052214355
1990-04-24,0.014848043,1.64,3.5081119,0.272027840345675
1990-04-25,0.34211803,1.2,2.1149942,0.285705217793223
1990-04-26,0.017969661,1.22,0.39524319,0.281146091977374
1990-04-27,0,1.56,3.3583119,0.285705217793223
1990-04-28,0,1.51,1.1332087,0.299382595240771
1990-04-29,0,2,6.1482041,0.296343178030205
1990-04-30,0,1.53,5.562336,0.288744635003789
1990-05-01,0,1.85,7.1447469,0.290264343609072
1990-05-02,0.0058632123,1.54,4.8506406,0.28418550918794
1990-05-03,0,1.76,6.1764951,0.287224926398506
1990-05-04,0,1.79,5.2895369,0.293303760819638
1990-05-05,0,2.02,7.1325585,0.270508131740392
1990-05-06,0,2.16,9.6807885,0.273547548950958
1990-05-07,0,2.1,10.933442,0.268988423135109
1990-05-08,0,1.89,9.0853226,0.265949005924543
1990-05-09,0,1.38,4.8287641,0.256830754292844
1990-05-10,0,2.04,5.0768768,0.234035125213597
1990-05-11,0,1.46,7.4243851,0.232515416608314
1990-05-12,0,1.47,6.0240551,0.265949005924543
1990-05-13,0,1.3,6.1996841,0.270508131740392
1990-05-14,0,1.47,4.6339151,0.258350462898127
1990-05-15,0,1.82,6.7746188,0.249232211266428
1990-05-16,0,1.4,6.6550959,0.261389880108693
1990-05-17,0,1.78,7.0991255,0.247712502661145
1990-05-18,0,2.29,11.55068,0.25987017150341
1990-05-19,0,1.86,9.2686192,0.250751919871712
1990-05-20,0,1.76,10.255111,0.261389880108693
1990-05-21,0,2.25,11.168712,0.249232211266428
1990-05-22,0,2.1,12.134211,0.244673085450579
1990-05-23,0,2.16,8.9302826,0.243153376845296
1990-05-24,0,1.84,9.6055465,0.246192794055862
1990-05-25,0,1.43,11.225405,0.243153376845296
1990-05-26,0,1.11,5.0714296,0.241633668240013
1990-05-27,0,1.43,5.000281,0.234035125213597
1990-05-28,0,1.15,3.1891998,0.238594251029447
1990-05-29,1.4771415,0.71,-1.5807257,0.235554833818881
1990-05-30,0,0.72,-0.43676562,0.227956290792465
1990-05-31,0,1.1,4.9009403,0.226436582187182
1990-06-01,0,1.27,6.3250533,0.255311045687561
1990-06-02,0,1.29,5.9835068,0.250751919871712
1990-06-03,0.023832873,1.17,5.3277035,0.249232211266428
1990-06-04,4.5925755,0.75,-2.0288634,0.253791337082278
1990-06-05,0,1.19,3.2964551,0.264429297319259
1990-06-06,0,1.45,4.370571,0.24011395963473
1990-06-07,0,1.36,8.6882903,0.270508131740392
1990-06-08,0,1.35,6.9599393,0.270508131740392
1990-06-09,0,1.59,7.9456834,0.25987017150341
1990-06-10,1.4175105,1.36,7.708191,0.272027840345675
1990-06-11,0.017969661,1.1,4.7304747,0.290264343609072
1990-06-12,0,1.44,6.7905972,0.305461429661903
1990-06-13,0,1.34,7.0026713,0.27962638337209
1990-06-14,0,1.7,8.3594022,0.27962638337209
1990-06-15,0,1.8,11.303641,0.273547548950958
1990-06-16,0,1.76,10.944072,0.275067257556241
1990-06-17,0,1.53,10.012936,0.268988423135109
1990-06-18,0,1.6,8.5888072,0.270508131740392
1990-06-19,0,1.59,7.5445066,0.273547548950958
1990-06-20,0,1.87,9.6426621,0.247712502661145
1990-06-21,0,1.64,10.676764,0.255311045687561
1990-06-22,0.10388051,1.17,5.3109398,0.275067257556241
1990-06-23,0,1.02,2.6347248,0.265949005924543
1990-06-24,0,1.13,6.7511404,0.246192794055862
1990-06-25,0,1.35,8.0709005,0.261389880108693
1990-06-26,0,1.39,8.9857361,0.258350462898127
1990-06-27,0,1.35,8.99111,0.258350462898127
1990-06-28,0,1.52,9.3468712,0.252271628476995
1990-06-29,0,1.34,7.1468487,0.249232211266428
1990-06-30,0,0.86,8.9372309,0.253791337082278
1990-07-01,0,1.21,4.8402234,0.265949005924543
1990-07-02,0,1.42,5.3304501,0.261389880108693
1990-07-03,0,1.69,7.8155714,0.255311045687561
1990-07-04,0,1.66,9.3148526,0.264429297319259
1990-07-05,0,1.62,8.3453147,0.25987017150341
1990-07-06,0.0089848304,1.41,5.6369085,0.232515416608314
1990-07-07,23.020869,0.83,-1.5082305,0.282665800582657
1990-07-08,0.079174901,0.8,-2.9948576,0.299382595240771
1990-07-09,0,1.1,0.45844953,0.287224926398506
1990-07-10,0,1.47,2.2092033,0.261389880108693
1990-07-11,0,1.49,6.9043883,0.265949005924543
1990-07-12,0,1.15,7.340416,0.297862886635488
1990-07-13,0,1.18,4.514059,0.331296475951716
1990-07-14,0.0031216181,0.92,0.79976878,0.334335893162282
1990-07-15,0,0.95,-0.52496169,0.322178224320017
1990-07-16,16.264609,0.9,0.010767164,0.308500846872469
1990-07-17,0.036097588,0.78,-4.4630507,0.320658515714734
1990-07-18,0,0.93,-2.3342188,0.290264343609072
1990-07-19,1.4396676,1.02,-1.0565207,0.275067257556241
1990-07-20,0.0031216181,0.83,-3.1056345,0.299382595240771
1990-07-21,0,1.22,-0.43697698,0.281146091977374
1990-07-22,0,1.07,2.3231544,0.291784052214355
1990-07-23,0,1.22,0.97488204,0.288744635003789
1990-07-24,0,1.2,4.8042462,0.299382595240771
1990-07-25,0,1.3,3.3034383,0.293303760819638
1990-07-26,0,1.27,3.5100186,0.282665800582657
1990-07-27,0,1.54,3.1020125,0.256830754292844
1990-07-28,0,1.85,6.8506852,0.25987017150341
1990-07-29,0,1.44,4.8969887,0.25987017150341
1990-07-30,0,1.56,7.6958206,0.262909588713976
1990-07-31,0,1.44,7.4031434,0.265949005924543
1990-08-01,0,1.57,6.1179931,0.258350462898127
1990-08-02,0,1.6,6.7400417,0.256830754292844
1990-08-03,0,1.71,6.7129816,0.253791337082278
1990-08-04,0,1.68,8.5518398,0.250751919871712
1990-08-05,0,1.51,8.7723863,0.244673085450579
1990-08-06,0,1.86,7.1304063,0.234035125213597
1990-08-07,0,1.62,5.4800641,0.238594251029447
1990-08-08,0,2.39,10.283488,0.224916873581899
1990-08-09,0,2.05,8.7785464,0.234035125213597
1990-08-10,0,2.06,10.119724,0.234035125213597
1990-08-11,0,2.17,8.2743007,0.232515416608314
1990-08-12,0,1.96,10.147524,0.249232211266428
1990-08-13,0.0047495884,1.43,5.1221708,0.264429297319259
1990-08-14,0,1.45,2.9489517,0.249232211266428
1990-08-15,0,1.52,3.1674372,0.238594251029447
1990-08-16,0,1.82,5.0995708,0.237074542424164
1990-08-17,0,1.71,5.8365694,0.241633668240013
1990-08-18,0,1.46,0.64254539,0.237074542424164
1990-08-19,0,1.76,3.0728031,0.243153376845296
1990-08-20,0,2.09,5.750569,0.243153376845296
1990-08-21,0,1.94,6.4596258,0.243153376845296
1990-08-22,0.0023033345,1.93,6.6085493,0.246192794055862
1990-08-23,0,1.93,7.3693807,0.267468714529826
1990-08-24,0,2.07,6.4524253,0.246192794055862
1990-08-25,0,2.02,7.0315174,0.249232211266428
1990-08-26,0,1.96,4.9728692,0.244673085450579
1990-08-27,0,2.34,6.6594489,0.229475999397748
1990-08-28,0,2.4,8.1866115,0.22035774776605
1990-08-29,0.0089848304,2.23,8.5962286,0.2157986219502
1990-08-30,9.4762146,1.76,5.4622327,0.212759204739634
1990-08-31,0.14637145,1.33,1.4016174,0.247712502661145
1990-09-01,0.071936388,1.66,2.6536287,0.264429297319259
1990-09-02,0.97003697,1.34,3.3599156,0.276586966161524
1990-09-03,0.0089848304,1.62,5.1551677,0.262909588713976
1990-09-04,0,2.08,6.2525464,0.243153376845296
1990-09-05,0.026954491,1.45,3.623882,0.249232211266428
1990-09-06,0,1.59,1.6627529,0.285705217793223
1990-09-07,0,2.01,5.1076131,0.265949005924543
1990-09-08,0,2.3,7.7041809,0.275067257556241
1990-09-09,0,2.85,9.1016107,0.27962638337209
1990-09-10,0,2.09,7.0288986,0.267468714529826
1990-09-11,0,1.74,0.77987636,0.276586966161524
1990-09-12,0,2.21,3.1145964,0.261389880108693
1990-09-13,0,2.9,7.7682837,0.258350462898127
1990-09-14,0,2.88,10.840194,0.255311045687561
1990-09-15,0,2.44,8.8061403,0.273547548950958
1990-09-16,0,2.42,5.6282423,0.290264343609072
1990-09-17,0.0089848304,1.44,3.2445492,0.306981138267186
1990-09-18,4.844506,2.14,3.163927,0.297862886635488
1990-09-19,7.8895633,1.4,1.6843187,0.344973853399264
1990-09-20,0,1.89,2.3937094,0.344973853399264
1990-09-21,0,1.97,1.5751407,0.402722780400022
1990-09-22,0,2.21,2.785198,0.413360740637003
1990-09-23,0,2.94,7.1274542,0.393604528768323
1990-09-24,0,2.75,8.189701,0.399683363189455
1990-09-25,0,2.63,7.0984698,0.413360740637003
1990-09-26,0,2.46,6.6683229,0.422478992268702
1990-09-27,0.0081665469,2.36,4.2428112,0.4315972439004
1990-09-28,0,2.89,7.4170875,0.381446859926058
1990-09-29,0,3.9,12.872253,0.360170939452095
1990-09-30,0,3.47,12.173868,0.390565111557757
1990-10-01,0,3.14,8.972665,0.474149084848327
1990-10-02,0,2.93,9.1697272,0.496944713927574
1990-10-03,0,2.76,7.3926773,0.442235204137382
1990-10-04,0,2.52,5.5068438,0.430077535295117
1990-10-05,0.031778307,2.07,3.3176595,0.439195786926816
1990-10-06,0.026954491,2.15,1.1912074,0.41184103203172
1990-10-07,0,2.14,2.1731796,0.399683363189455
1990-10-08,0,3.11,7.4338173,0.360170939452095
1990-10-09,0,3.19,7.0841639,0.352572396425679
1990-10-10,0.0048238154,2.3,2.5969236,0.354092105030962
1990-10-11,0,2.4,3.090798,0.357131522241529
1990-10-12,0,3.33,7.7248307,0.382966568531341
1990-10-13,0,2.73,6.293451,0.813044103826459
1990-10-14,0,3.06,6.8904121,1.07139456672459
1990-10-15,0,3.05,7.8050424,0.227956290792465
1990-10-16,0,2.97,5.7753932,0.227956290792465
1990-10-17,0,2.89,5.6933144,0.223397164976616
1990-10-18,0,3.3,8.0486054,0.209719787529068
1990-10-19,0.004235242,3.76,11.727773,0.211239496134351
1990-10-20,0.004235242,3.3,8.4623626,0.226436582187182
1990-10-21,0,3.62,10.682198,0.247712502661145
1990-10-22,0,3.36,8.111415,0.261389880108693
1990-10-23,0,3.4,9.5578489,0.256830754292844
1990-10-24,0,3.52,10.828187,0.256830754292844
1990-10-25,0,3.38,9.9527775,0.258350462898127
1990-10-26,0,3.53,10.103447,0.253791337082278
1990-10-27,0,3.74,10.969155,0.247712502661145
1990-10-28,0,3.55,9.2191695,0.243153376845296
1990-10-29,0,3.51,9.128294,0.249232211266428
1990-10-30,0,3.35,8.5509939,0.241633668240013
1990-10-31,0,3.74,9.6998025,0.235554833818881
1990-11-01,0,3.4,8.9338961,0.247712502661145
1990-11-02,0,3.08,8.4475119,0.241633668240013
1990-11-03,0,2.01,5.2873738,0.235554833818881
1990-11-04,0,3.32,7.0750567,0.253791337082278
1990-11-05,0,3.28,7.5869023,0.261389880108693
1990-11-06,0,3.05,5.3440675,0.258350462898127
1990-11-07,0.03037145,3.05,5.3973773,0.243153376845296
1990-11-08,0,3.58,8.4356124,0.230995708003031
1990-11-09,0,3.75,10.40945,0.2157986219502
1990-11-10,0,3.68,9.0030275,0.218838039160766
1990-11-11,0,3.5,7.813408,0.227956290792465
1990-11-12,0,3.11,6.6882428,0.235554833818881
1990-11-13,0,2.94,5.819517,0.232515416608314
1990-11-14,0,3.89,7.8596418,0.229475999397748
1990-11-15,0.004235242,4.05,12.119177,0.221877456371333
1990-11-16,0.004235242,4.43,13.325763,0.218838039160766
1990-11-17,0,3.91,11.237548,0.214278913344917
1990-11-18,0,4.15,13.215191,0.203640953107935
1990-11-19,0,3.38,8.8533311,0.197562118686803
1990-11-20,0,4.68,13.262081,0.19604241008152
1990-11-21,0,4.78,15.706925,0.194522701476237
1990-11-22,0,4.88,14.900331,0.189963575660388
1990-11-23,0,5.08,16.561867,0.188443867055104
1990-11-24,0,5.06,16.214105,0.194522701476237
1990-11-25,0,4.28,13.385449,0.191483284265671
1990-11-26,0,4.6,13.486918,0.185404449844538
1990-11-27,0,4.94,15.593994,0.194522701476237
1990-11-28,0,5.04,16.268205,0.189963575660388
1990-11-29,0.0089848304,4.07,12.725912,0.188443867055104
1990-11-30,0,4.51,12.89283,0.203640953107935
1990-12-01,0,3.75,11.584545,0.212759204739634
1990-12-02,0,4.43,11.110154,0.217318330555483
1990-12-03,0,4.98,15.945832,0.203640953107935
1990-12-04,0,4.26,13.959676,0.185404449844538
1990-12-05,0,3.62,10.829216,0.174766489607557
1990-12-06,0,3.63,10.389264,0.179325615423406
1990-12-07,0,4.7,13.623908,0.193002992870954
1990-12-08,0,4.39,12.849099,0.211239496134351
1990-12-09,0,3.81,10.893643,0.202121244502652
1990-12-10,0,3.36,9.7733185,0.193002992870954
1990-12-11,0,3.39,8.0744174,0.177805906818123
1990-12-12,0.014848043,2.21,4.3831204,0.17628619821284
1990-12-13,0,4.34,10.194508,0.189963575660388
1990-12-14,0,4.45,12.905386,0.206680370318502
1990-12-15,0,5.03,15.668627,0.2157986219502
1990-12-16,0,4.57,13.465351,0.206680370318502
1990-12-17,0,4.97,12.96059,0.182365032633972
1990-12-18,0,5.22,17.069401,0.150907064504612
1990-12-19,0,5.2,17.2761,0.146955822130876
1990-12-20,0,5.13,15.319626,0.141028958570272
1990-12-21,0,4.49,12.661957,0.168687655186424
1990-12-22,0,4.38,13.339461,0.203640953107935
1990-12-23,0.017455315,4.9,15.112051,0.199081827292086
1990-12-24,0.012106449,5.1,17.077768,0.170207363791707
1990-12-25,0,5.11,16.473696,0.148931443317744
1990-12-26,0,4.7,16.019536,0.140421075128158
1990-12-27,0,5.04,17.071235,0.133278444683328
1990-12-28,0,4.56,16.189924,0.158049694949442
1990-12-29,0,4.94,15.550533,0.203640953107935
1990-12-30,0,4.91,15.891732,0.205160661713219
1990-12-31,0,4.49,13.226345,0.19604241008152
1991-01-01,0,4.45,12.783436,0.183884741239255
1991-01-02,0,4.54,14.343972,0.162608820765292
1991-01-03,0,4.55,14.422722,0.141940783733442
1991-01-04,0,4.61,15.227373,0.148627501596687
1991-01-05,0,4.77,13.653271,0.197562118686803
1991-01-06,0,4.67,13.937798,0.191483284265671
1991-01-07,0,4.37,14.11505,0.183884741239255
1991-01-08,0,4.79,14.880045,0.180845324028689
1991-01-09,0,5.09,17.190344,0.173246781002273
1991-01-10,0,5.13,15.897982,0.142548667175555
1991-01-11,0,4.64,13.125168,0.0945258752486088
1991-01-12,0,4.44,12.828435,0.0965014964354769
1991-01-13,0,4.57,12.599442,0.110938728185666
1991-01-14,0,4.25,12.554852,0.155010277738876
1991-01-15,0,4.03,10.475297,0.19604241008152
1991-01-16,0,4.45,13.421721,0.185404449844538
1991-01-17,0,4.04,12.188604,0.180845324028689
1991-01-18,0,4.06,10.945924,0.179325615423406
1991-01-19,0,4.47,12.748411,0.149691297620385
